retroID,GS,InnOuts,PO,A,E,DP,weight,height,debutYear,finalYear,pos_1B,pos_2B,pos_3B,pos_C,pos_OF,pos_P,pos_SS,bats_L,bats_R,throws_L,throws_R,G,AB,PA,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,NL
suttl001,118,3381,591,36,5,42,0.405738,0.4,1997,2004,1,0,0,0,0,0,0,1,0,1,0,252,572,647,63,135,98,23,2,12,78,4,3,55,102,3,3,8,9,10,1
sveud001,648,17769,1237,1623,131,342,0.446721,0.55,1986,1999,0,0,1,0,0,0,0,0,0,0,1,862,2526,2810,305,597,390,125,13,69,340,10,18,227,656,12,6,26,25,53,1
swand001,426,11314,541,1133,48,245,0.467213,0.5,2016,2019,0,0,0,0,0,0,1,0,1,0,1,445,1578,1774,207,387,256,81,10,40,192,26,12,167,400,32,7,8,14,21,1
swane101,0,0,993,25,30,4,0.385246,0.3,1929,1934,0,0,0,0,1,0,0,0,1,0,1,518,1892,2162,325,573,451,87,28,7,170,69,33.5,212,133,0,11,47,0,0,1
swank101,0,0,33,66,6,9,0.32377,0.35,1928,1929,0,1,0,0,0,0,0,1,0,0,1,24,65,75,2,9,8,1,0,0,6,3,0,4,7,0,0,6,0,0,0
swanp001,3,102,6,0,0,0,0.487705,0.45,2000,2003,0,0,0,0,1,0,0,1,0,0,1,25,28,30,6,4,2,1,0,1,3,0,0,2,12,0,0,0,0,1,1
swans101,23,678,54,0,0,0,0.377049,0.4,1971,1971,0,0,0,0,1,0,0,0,1,0,1,49,106,118,14,26,21,3,0,2,11,1,3,10,13,1,0,2,0,1,1
sweeb101,0,0,2504,177,16,189,0.42623,0.4,1928,1931,1,0,0,0,0,0,0,0,1,0,1,308,1050,1112,127,300,229,58,8,5,107,22,24,44,73,0,0,18,0,0,0
sweed001,22,562,37,14,3,4,0.528689,0.5,2015,2018,0,0,1,0,0,0,0,0,0,0,1,39,87,102,9,15,7,4,1,3,11,0,2,15,27,0,0,0,0,1,1
sweeh101,0,0,9,1,0,0,0.446721,0.45,1944,1944,1,0,0,0,0,0,0,1,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
sweem001,287,7945,1534,94,19,130,0.487705,0.5,1995,2008,1,0,0,0,0,0,0,1,0,1,0,1218,1830,2131,220,464,312,101,9,42,250,16,9,259,425,14,12,12,18,35,1
sweem002,581,14910,4904,442,56,530,0.487705,0.5,1995,2010,1,0,0,0,0,0,0,0,1,0,1,1454,5188,5848,759,1540,995,325,5,215,909,53,25,522,613,61,74,5,59,142,1
sweer001,529,14372,1254,36,8,7,0.610656,0.65,2006,2014,0,0,0,0,1,0,0,1,0,1,0,682,2118,2338,265,584,423,124,14,23,224,18,9,183,342,11,8,11,18,55,1
swobr101,667,18137,1366,70,41,16,0.487705,0.55,1965,1973,0,0,0,0,1,0,0,0,1,0,1,928,2581,2924,285,624,440,87,24,73,344,20,14,299,647,18,21,9,14,65,1
szczm001,100,3566,281,4,1,2,0.508197,0.45,2014,2018,0,0,0,0,1,0,0,0,1,0,1,363,589,667,80,136,90,31,3,12,61,7,6,65,133,2,5,6,2,8,1
szekj101,0,0,4,2,0,1,0.42623,0.4,1953,1953,0,0,0,0,1,0,0,0,1,0,1,5,13,13,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,1,1
szotk101,27,768,32,101,4,20,0.364754,0.45,1970,1970,0,0,0,0,0,0,1,1,0,0,1,47,84,98,9,9,5,1,0,3,9,0,0,12,29,2,0,1,1,1,0
tabaj002,377,9941,701,18,6,3,0.54918,0.4,2010,2015,0,0,0,0,1,0,0,0,1,0,1,509,1592,1765,208,438,325,81,15,17,126,47,30,129,254,1,20,18,6,43,1
tabbj101,34,936,343,18,2,30,0.487705,0.55,1976,1978,1,0,0,0,0,0,0,1,0,0,1,74,177,195,10,40,31,3,0,6,20,0,1,15,33,3,0,1,2,5,1
tablp001,776,19875,4053,588,73,355,0.405738,0.6,1981,1992,1,0,0,0,0,0,0,0,1,0,1,1202,3911,4362,454,1101,839,190,25,47,512,16,20,375,559,22,24,15,37,113,1
tabog001,3,66,4,11,1,2,0.364754,0.45,1987,1987,0,1,0,0,0,0,0,0,1,0,1,9,9,9,4,1,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0
taboj101,0,0,1082,1984,223,181,0.405738,0.55,1938,1947,0,0,1,0,0,0,0,0,1,0,1,1005,3788,4136,473,1021,697,191,29,104,598,69,56.5,286,377,0,6,56,0,90,1
tagus001,285,9041,714,18,17,4,0.385246,0.35,2002,2009,0,0,0,0,1,0,0,0,1,0,1,672,1369,1524,197,382,282,74,7,19,163,39,12,102,195,5,12,31,10,40,1
taijt001,13,315,15,0,0,0,0.606557,0.55,2017,2017,0,0,0,0,1,0,0,0,1,0,1,26,52,59,3,9,6,2,0,1,3,0,0,5,24,0,2,0,0,1,1
talbb101,94,2584,265,13,4,2,0.385246,0.45,1953,1954,0,0,0,0,1,0,0,0,1,0,1,122,433,460,50,107,86,15,5,1,19,4,6,16,29,0,3,7,1,8,1
taltt101,6,142,49,4,0,7,0.508197,0.6,1966,1967,1,0,0,0,0,0,0,1,0,0,1,83,112,123,15,33,23,6,2,2,11,0,1,8,18,1,1,1,1,4,0
tanak001,7,165,6,0,0,0,0.385246,0.3,2013,2013,0,0,0,0,1,0,0,1,0,0,1,15,30,34,4,8,8,0,0,0,2,2,0,4,3,0,0,0,0,0,1
tannc101,184,4950,340,9,6,2,0.446721,0.45,1955,1962,0,0,0,0,1,0,0,1,0,1,0,396,885,982,98,231,166,39,5,21,105,2,2,82,93,9,2,7,6,27,1
tapir001,129,3721,243,6,7,1,0.446721,0.6,2016,2019,0,0,0,0,1,0,0,1,0,1,0,255,649,686,91,178,121,37,8,12,69,17,5,33,154,1,2,1,1,5,1
tappt101,13,342,18,1,0,0,0.446721,0.6,1950,1955,0,0,0,0,1,0,0,1,0,0,1,34,58,72,13,15,8,2,0,5,11,0,0,12,12,3,2,0,0,0,1
tarat001,221,6413,510,16,7,5,0.446721,0.45,1993,2002,0,0,0,0,1,0,0,1,0,0,1,457,1006,1129,151,241,156,46,5,34,118,39,10,106,171,14,4,6,7,15,1
tarba101,0,0,38,5,3,0,0.344262,0.45,1927,1928,0,0,0,0,1,0,0,0,1,0,1,39,86,97,6,16,14,2,0,0,7,1,0,4,13,0,3,4,0,0,0
tartd001,965,24712,1659,214,63,51,0.446721,0.5,1984,1997,0,0,0,0,1,0,0,0,1,0,1,1406,5011,5842,756,1366,793,289,22,262,925,37,30,768,1362,47,17,2,44,110,1
tartj101,382,11179,941,25,14,3,0.364754,0.4,1962,1970,0,0,0,0,1,0,0,1,0,1,0,749,1857,2020,247,484,402,56,24,2,107,81,28,115,136,0,1,37,10,16,0
tarvl001,6,171,16,0,0,0,0.364754,0.4,1986,1986,0,0,0,0,1,0,0,1,0,1,0,13,25,26,3,3,3,0,0,0,1,0,1,1,4,0,0,0,0,0,0
tasbw101,472,12931,1134,27,24,5,0.385246,0.4,1958,1963,0,0,0,0,1,0,0,0,1,0,1,583,1868,2111,246,467,350,61,10,46,174,12,20,201,327,7,16,19,7,45,0
tatel101,20,728,49,71,8,15,0.364754,0.35,1958,1959,0,0,0,0,0,0,1,0,1,0,1,51,85,97,9,14,9,3,1,1,5,0,0,9,10,1,1,2,0,3,1
tatif001,796,20823,1008,1225,91,136,0.446721,0.4,1997,2010,0,0,1,0,0,0,0,0,1,0,1,949,3051,3468,427,807,506,174,14,113,448,50,21,321,709,16,59,13,24,96,1
tatif002,82,2194,90,215,18,36,0.446721,0.6,2019,2019,0,0,0,0,0,0,1,0,1,0,1,84,334,372,61,106,65,13,6,22,53,16,6,30,110,1,5,0,3,4,1
tatuj001,20,612,95,12,2,8,0.508197,0.55,1992,1998,0,0,1,0,0,0,0,0,1,0,1,173,201,218,16,39,26,7,3,3,29,0,0,10,58,0,1,0,6,1,1
tatuj101,60,1572,139,2,3,0,0.446721,0.45,1968,1970,0,0,0,0,1,0,0,0,1,0,1,102,254,273,37,59,51,8,0,0,8,1,1,17,50,1,0,1,1,7,0
tatut101,0,0,124,6,0,3,0.446721,0.45,1941,1947,0,0,0,0,1,0,0,0,1,0,1,81,194,212,20,50,41,6,2,1,17,7,3.5,17,20,0,0,1,0,2,1
taubf101,0,0,23,2,0,1,0.377049,0.3,1935,1937,0,0,0,0,1,0,0,0,1,0,1,24,52,56,7,4,3,1,0,0,5,1,0.5,2,8,0,0,2,0,0,1
taucm001,85,2357,168,3,2,1,0.590164,0.55,2017,2019,0,0,0,0,1,0,0,1,0,1,0,139,319,365,53,81,47,19,2,13,49,8,2,43,96,0,1,1,1,10,1
tausd101,60,1983,161,6,1,2,0.42623,0.45,1958,1962,0,0,0,0,1,0,0,0,1,0,1,153,263,290,38,69,46,14,5,4,30,2,2,21,53,1,0,3,3,6,1
tavaj002,89,2855,260,3,1,2,0.385246,0.45,1994,1998,0,0,0,0,1,0,0,0,0,0,1,228,423,463,63,101,83,12,3,3,33,13,8,30,62,1,1,7,2,5,1
tavea101,13,407,32,59,3,5,0.32377,0.35,1976,1983,0,1,0,0,0,0,0,0,1,0,1,35,53,55,4,11,10,1,0,0,4,1,2,2,3,0,0,0,0,2,1
tavef101,1054,27456,1678,3153,240,568,0.32377,0.45,1971,1982,0,0,0,0,0,0,1,0,1,0,1,1150,4043,4399,503,1029,839,144,44,2,214,300,106,249,474,9,24,67,16,65,1
tavej101,0,0,1238,1908,163,384,0.254098,0.1,1921,1929,0,0,0,0,0,0,1,1,0,0,1,632,2131,2432,254,543,389,88,53,13,243,46,31,186,231,0,10,105,0,0,0
taveo001,61,1500,107,3,1,1,0.508197,0.55,2014,2014,0,0,0,0,1,0,0,1,0,1,0,80,234,248,18,56,45,8,0,3,22,0,1,12,37,0,1,0,1,10,1
tavew001,560,15014,1445,40,23,10,0.42623,0.45,2004,2010,0,0,0,0,1,0,0,0,1,0,1,670,2412,2644,358,662,567,71,16,8,128,195,44,136,390,1,32,52,12,17,1
taylb102,14,351,13,0,0,0,0.557377,0.6,1954,1958,0,0,0,0,1,0,0,1,0,1,0,149,173,183,17,41,26,8,0,7,26,0,0,5,39,0,2,1,2,3,1
taylb106,0,6,232,16,6,25,0.405738,0.45,1951,1955,1,0,0,0,0,0,0,1,0,1,0,52,121,134,16,28,22,2,1,3,6,1,1,11,31,0,2,0,0,4,1
taylc001,422,11588,685,635,48,114,0.491803,0.5,2014,2019,0,0,0,0,0,0,1,0,1,0,1,539,1707,1904,255,448,266,111,20,51,204,42,14,163,520,4,18,5,11,19,1
taylc102,124,3303,534,33,13,40,0.508197,0.55,1968,1973,0,0,0,0,1,0,0,0,1,0,1,411,846,1006,113,225,178,31,6,10,115,12,7,136,130,4,5,10,9,30,1
taylc103,0,0,2,0,0,0,0.344262,0.3,1925,1925,0,0,0,0,1,0,0,0,1,0,1,8,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tayld001,0,3,0,0,0,0,0.368852,0.3,1986,1986,0,0,0,0,1,0,0,1,0,1,0,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tayld101,0,0,1251,33,28,4,0.467213,0.35,1926,1936,0,0,0,0,1,0,0,0,1,0,1,674,2190,2494,388,650,448,121,37,44,305,56,29.5,267,268,0,5,32,0,30,1
tayle101,0,0,117,174,13,28,0.344262,0.15,1926,1926,0,0,1,0,0,0,0,0,1,0,1,92,272,327,37,73,63,8,2,0,33,4,2,38,26,0,5,12,0,0,1
taylf101,0,0,85,10,2,13,0.512295,0.6,1950,1952,1,0,0,0,0,0,0,1,0,0,1,22,47,51,5,9,7,2,0,0,4,0,0,4,8,0,0,0,0,0,0
taylh103,0,0,5,0,0,0,0.446721,0.5,1932,1932,1,0,0,0,0,0,0,1,0,1,0,10,8,9,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
taylj103,68,1798,149,5,5,2,0.446721,0.5,1954,1959,0,0,0,0,1,0,0,0,1,0,1,119,297,329,34,74,48,16,1,9,31,0,2,28,61,1,0,3,1,9,1
taylm001,27,742,62,2,2,0,0.733607,0.7,2011,2014,0,0,0,0,1,0,0,0,1,0,1,37,102,114,9,17,14,2,0,1,1,0,0,12,35,0,0,0,0,2,0
taylm002,389,10765,981,27,10,5,0.557377,0.65,2014,2019,0,0,0,0,1,0,0,0,1,0,1,536,1572,1705,193,377,240,81,8,48,168,77,21,117,539,14,5,6,5,20,1
taylr001,93,3071,300,4,7,0,0.405738,0.5,2000,2005,0,0,0,0,1,0,0,1,0,0,1,260,507,548,62,117,75,22,6,14,58,21,8,28,163,3,3,7,3,10,1
taylt002,0,71,7,0,0,0,0.446721,0.45,2019,2019,0,0,0,0,1,0,0,0,1,0,1,15,10,12,1,4,2,2,0,0,1,0,0,1,1,0,1,0,0,0,1
taylt101,1824,49374,4241,4696,219,1072,0.385246,0.3,1958,1976,0,1,0,0,0,0,0,0,1,0,1,2195,7680,8501,1005,2007,1548,298,86,75,598,234,111,613,1083,49,78,91,39,166,1
taylt102,0,0,23,17,4,4,0.344262,0.25,1924,1924,0,1,0,0,0,0,0,0,1,0,1,26,73,77,11,19,15,3,1,0,10,2,0,2,8,0,1,1,0,0,0
teahm001,742,19653,1263,852,69,116,0.631148,0.6,2005,2011,0,0,1,0,0,0,0,1,0,0,1,831,2873,3171,388,759,503,163,26,67,332,45,17,259,679,21,15,13,11,69,0
teixm001,1763,46371,14989,986,63,1418,0.610656,0.6,2003,2016,1,0,0,0,0,0,0,0,0,0,1,1862,6936,8029,1099,1862,1027,408,18,409,1298,26,7,918,1441,91,111,0,64,158,1
tejam001,2108,55502,3037,6193,274,1321,0.590164,0.3,1997,2013,0,0,0,0,0,0,1,0,1,0,1,2171,8434,9203,1230,2407,1609,468,23,307,1302,85,38,553,1079,73,122,23,71,277,1
tekob001,18,538,34,0,0,0,0.42623,0.4,2011,2013,0,0,0,0,1,0,0,1,0,0,1,50,80,91,5,15,11,2,1,1,3,4,4,7,34,0,1,2,1,0,1
tellr001,72,1851,564,51,4,51,0.733607,0.65,2018,2019,1,0,0,0,0,0,0,1,0,1,0,134,440,482,59,106,53,28,0,25,68,1,1,31,137,3,7,0,4,9,0
tempg001,1938,51079,3551,6078,386,1176,0.405738,0.4,1976,1991,0,0,0,0,0,0,1,0,0,0,1,2079,7721,8208,893,2096,1591,329,106,70,728,242,129,375,1092,144,9,57,46,167,1
tempj101,1270,33291,3213,3403,181,834,0.405738,0.4,1952,1964,0,1,0,0,0,0,0,0,1,0,1,1420,5218,6035,720,1484,1218,208,36,22,395,140,48,648,338,5,13,122,34,79,1
tepef101,98,2865,859,76,11,83,0.446721,0.4,1967,1975,1,0,0,0,0,0,0,1,0,1,0,265,507,549,50,122,102,13,1,6,58,4,5,33,61,5,2,3,4,18,1
tepsj101,0,0,1,0,0,0,0.385246,0.3,1946,1946,0,0,0,0,1,0,0,0,1,0,1,15,5,6,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
terdj001,26,725,145,12,0,15,0.508197,0.5,2013,2015,1,0,0,0,0,0,0,0,0,0,1,92,145,162,17,32,20,10,1,1,10,1,0,15,41,2,1,0,1,3,1
terrb101,0,0,15999,1111,139,1334,0.508197,0.5,1923,1936,1,0,0,0,0,0,0,1,0,1,0,1721,6428,7111,1120,2193,1554,373,112,154,1078,56,31.5,537,449,0,9,137,0,38,1
terrl001,142,4173,359,11,12,5,0.528689,0.6,2003,2007,0,0,0,0,1,0,0,0,1,0,1,243,551,625,66,129,91,23,1,14,52,17,10,47,161,2,22,4,1,11,1
terrz101,0,0,1080,1740,99,237,0.217213,0.25,1916,1922,0,1,0,0,0,0,0,0,1,0,1,516,1952,2221,217,522,422,80,18,2,191,27,46,136,83,0,12,121,0,0,1
terww101,218,6061,1489,1756,87,439,0.364754,0.4,1949,1960,0,1,0,0,0,0,0,0,1,0,1,666,2091,2396,271,501,376,93,10,22,162,31,20.5,247,296,1,11,43,4,48,1
tettd101,23,585,46,3,1,0,0.487705,0.45,1955,1957,0,0,0,0,1,0,0,0,1,0,1,29,80,103,12,12,8,1,2,1,10,0,1,18,17,0,0,3,2,0,0
teuft001,811,21870,1882,2158,86,401,0.405738,0.45,1983,1993,0,1,0,0,0,0,0,0,1,0,1,1073,3112,3562,415,789,506,185,12,86,379,23,19,387,531,23,12,27,24,85,1
thaim001,39,1048,96,59,7,7,0.569672,0.45,2019,2019,1,0,0,0,0,0,0,1,0,0,1,53,147,164,17,31,16,7,0,8,23,0,0,17,52,0,0,0,0,4,0
thame001,421,10936,2026,137,20,159,0.54918,0.45,2011,2019,0,0,0,0,1,0,0,1,0,0,1,564,1745,1972,276,426,221,95,17,93,223,17,6,193,575,13,25,2,7,23,1
thamm001,338,8158,768,27,16,32,0.590164,0.55,2002,2011,0,0,0,0,1,0,0,0,1,0,1,640,1827,2016,256,450,248,83,4,115,301,3,9,159,510,4,14,0,16,30,1
theog101,40,1175,177,8,4,11,0.467213,0.65,1973,1974,1,0,0,0,0,0,0,0,1,0,1,105,192,223,21,42,35,5,0,2,16,1,0,18,27,0,2,10,1,14,1
theor101,207,5454,426,611,21,149,0.364754,0.25,1971,1972,0,1,0,0,0,0,0,0,1,0,1,251,779,926,95,193,166,23,2,2,42,11,15,106,77,2,8,28,5,15,0
therr001,774,20958,1233,2038,80,443,0.446721,0.4,2005,2012,0,1,0,0,0,0,0,0,1,0,1,899,3246,3615,446,911,738,138,18,17,257,121,49,285,383,7,20,48,16,89,1
thevt101,0,0,2308,3621,296,630,0.32377,0.35,1924,1938,0,0,0,0,0,0,1,0,1,0,1,1229,4164,4484,380,1030,872,124,32,2,456,23,12.5,210,222,0,11,99,0,52,1
thigc001,12,297,100,10,1,11,0.467213,0.4,2007,2008,1,0,0,0,0,0,0,0,1,0,1,57,118,131,15,27,21,5,0,1,12,2,0,9,25,0,1,3,0,4,0
thoma001,518,13902,842,1639,109,333,0.385246,0.5,1985,1990,0,0,0,0,0,0,1,0,1,0,1,577,2103,2185,182,493,371,76,4,42,228,22,18,59,301,13,3,7,13,66,1
thoma002,2,54,2,0,0,0,0.54918,0.6,2000,2000,0,0,0,0,1,0,0,0,1,0,1,2,6,9,2,1,1,0,0,0,1,0,0,3,2,0,0,0,0,0,0
thomb103,0,0,12,18,0,4,0.42623,0.45,1951,1951,0,0,0,0,0,0,1,0,1,0,1,14,20,20,3,7,6,0,0,1,1,2,0,0,3,0,0,0,0,0,0
thomb105,587,16021,3800,492,119,57,0.42623,0.55,1946,1960,0,0,0,0,1,0,0,0,1,0,1,1779,6305,6957,903,1705,1100,267,74,264,1026,38,28,559,804,23,34,36,23,159,1
thomb106,32,989,109,1,2,0,0.405738,0.4,1978,1978,0,0,0,0,1,0,0,0,0,0,1,64,120,136,23,27,19,3,3,2,12,7,2,9,26,1,2,2,3,0,0
thomc001,74,2128,176,8,3,2,0.467213,0.45,2004,2005,0,0,0,0,1,0,0,1,0,1,0,113,282,322,39,73,54,8,4,7,32,3,2,26,53,9,13,1,0,3,1
thomc002,178,5222,492,16,11,5,0.508197,0.4,2008,2013,0,0,0,0,1,0,0,1,0,0,1,249,709,794,95,165,110,38,4,13,65,6,3,77,211,2,4,4,0,8,0
thomd001,1145,32263,2920,2569,201,550,0.344262,0.45,1971,1985,0,1,0,0,0,0,0,0,0,0,1,1597,4677,5268,585,1163,912,154,54,43,370,140,92,456,593,32,25,81,29,73,1
thomd101,40,1042,82,3,3,1,0.467213,0.55,1976,1977,0,0,0,0,1,0,0,0,1,0,1,54,175,201,24,48,31,8,3,6,26,1,4,22,39,3,3,0,1,2,0
thomd102,1,241,177,9,3,2,0.446721,0.45,1949,1954,0,0,0,0,1,0,0,1,0,1,0,217,307,343,52,67,58,8,0,1,19,4,11,31,32,0,3,2,0,7,1
thomd103,575,15379,943,1720,111,284,0.438525,0.45,1970,1976,0,0,0,0,0,0,1,0,1,0,1,694,2218,2411,189,550,454,70,11,15,194,8,11,120,235,6,8,46,19,64,0
thomf001,969,25150,7910,497,80,776,0.672131,0.7,1990,2008,1,0,0,0,0,0,0,0,1,0,1,2322,8199,10074,1494,2468,1440,495,12,521,1704,32,23,1667,1397,168,87,0,121,226,0
thomf102,0,0,274,423,36,27,0.344262,0.35,1918,1920,0,0,1,0,0,0,0,0,1,0,1,203,715,819,69,156,123,17,13,3,34,20,11,69,70,0,4,31,0,0,0
thomf103,1456,38008,4640,930,169,270,0.508197,0.6,1951,1966,0,0,0,0,1,0,0,0,1,0,1,1766,6285,6916,792,1671,1092,262,31,286,962,15,22,484,894,55,51,26,70,191,1
thomf106,0,0,1638,2059,146,450,0.303279,0.25,1925,1934,0,1,0,0,0,0,0,0,1,0,1,669,2560,2856,400,762,566,149,34,13,249,69,34.5,215,143,0,5,76,0,0,1
thomf107,0,0,17,27,8,2,0.32377,0.25,1920,1920,0,1,0,0,0,0,0,0,1,0,1,22,53,67,7,9,9,0,0,0,5,1,1,13,10,0,1,0,0,0,0
thomg001,1067,28722,2954,56,51,15,0.54918,0.55,1973,1986,0,0,0,0,1,0,0,0,1,0,1,1435,4677,5486,681,1051,558,212,13,268,782,50,49,697,1339,41,18,41,53,84,0
thomg101,576,16070,2186,98,58,90,0.42623,0.5,1972,1980,0,0,0,0,1,0,0,1,0,1,0,901,2373,2702,315,591,402,103,25,61,294,50,16,291,463,29,5,14,19,34,1
thomg102,401,11578,923,127,42,23,0.467213,0.6,1957,1971,0,0,0,0,1,0,0,0,1,0,1,685,1688,1865,203,430,304,71,9,46,202,13,12,138,343,4,18,10,11,31,0
thomh102,0,0,155,66,6,9,0.331967,0.05,1924,1927,0,1,0,0,0,0,0,0,1,0,1,74,235,260,27,52,36,11,4,1,15,7,4,15,18,0,6,4,0,0,1
thomh103,296,7833,1083,1603,150,207,0.401639,0.3,1947,1956,0,0,1,0,0,0,0,1,0,0,1,933,3003,3568,492,801,534,104,34,129,482,33,21.5,493,337,6,22,35,15,46,1
thomj001,1268,34019,11818,819,97,1090,0.508197,0.65,1976,1986,1,0,0,0,0,0,0,1,0,1,0,1418,4802,5686,640,1253,829,204,12,208,782,8,7,816,862,70,9,5,54,113,1
thomj002,1561,40972,9450,1565,137,990,0.713115,0.65,1991,2012,1,0,0,0,0,0,0,1,0,0,1,2543,8422,10313,1583,2328,1239,451,26,612,1699,19,20,1747,2548,173,69,1,74,165,1
thomj004,13,337,94,13,4,6,0.508197,0.65,1996,1996,1,0,0,0,0,0,0,1,0,1,0,13,49,51,4,11,5,4,0,2,6,0,0,1,14,0,0,0,1,0,1
thomk001,15,494,40,0,1,0,0.487705,0.35,2006,2007,0,0,0,0,1,0,0,0,1,0,1,41,65,75,9,14,7,6,0,1,9,2,0,9,22,0,0,1,0,0,0
thomk101,0,0,86,1,2,0,0.487705,0.5,1952,1953,0,0,0,0,1,0,0,0,1,0,1,137,223,259,35,52,33,9,3,7,32,0,1,34,40,0,2,0,0,11,0
thoml002,4,245,22,1,0,1,0.54918,0.5,2019,2019,0,0,0,0,1,0,0,0,1,0,1,34,38,44,6,12,7,0,1,4,12,1,1,4,8,0,2,0,0,1,1
thoml102,0,0,88,171,14,18,0.418033,0.4,1950,1952,0,0,1,0,0,0,0,0,1,0,1,95,269,328,32,57,44,11,1,1,27,2,1,43,25,0,2,14,0,9,0
thoml103,831,22525,4278,309,67,318,0.487705,0.55,1961,1968,1,0,0,0,0,0,0,1,0,0,1,1027,3324,3730,405,847,608,111,22,106,428,25,11,332,397,35,32,23,19,85,1
thomm001,868,23807,2168,46,37,10,0.385246,0.4,1984,1996,0,0,0,0,1,0,0,1,0,0,1,1359,3761,4155,491,1029,789,156,37,47,357,214,66,336,635,46,22,20,16,60,1
thomr003,1240,32163,2611,3705,110,873,0.364754,0.4,1986,1996,0,1,0,0,0,0,0,0,1,0,1,1304,4612,5235,671,1187,791,238,39,119,458,103,62,439,987,8,66,99,19,72,1
thomr004,322,8881,886,19,13,5,0.508197,0.6,1992,2002,0,0,0,0,1,0,0,0,1,0,1,416,1257,1385,165,305,176,71,6,52,176,9,12,90,347,12,20,8,10,37,1
thomr005,4,186,10,0,0,0,0.467213,0.55,2004,2012,0,0,0,0,1,0,0,1,0,0,1,29,23,25,6,2,2,0,0,0,1,7,2,0,5,0,2,0,0,2,0
thomr102,0,0,24,1,1,0,0.364754,0.4,1921,1921,0,0,0,0,1,0,0,0,1,0,1,8,30,36,5,8,4,3,0,1,5,0,1,4,5,0,1,1,0,0,1
thoms001,251,7480,1190,72,14,75,0.487705,0.6,1978,1985,1,0,0,0,0,0,0,1,0,1,0,626,1273,1391,132,333,267,52,9,5,110,17,13,97,141,10,2,7,12,39,1
thomt002,139,3861,263,5,5,3,0.590164,0.6,2015,2018,0,0,0,0,1,0,0,0,1,0,1,202,535,589,69,110,60,24,4,22,59,9,2,52,165,2,0,1,1,6,1
thomt105,0,0,854,47,21,26,0.32377,0.3,1933,1939,0,0,0,0,1,0,0,1,0,0,1,397,1107,1251,142,294,247,34,4,9,119,7,3.5,108,63,0,7,29,0,28,1
thond001,1114,30218,1790,3422,192,647,0.344262,0.4,1979,1993,0,0,0,0,0,0,1,0,1,0,1,1387,4449,4871,496,1176,870,193,42,71,435,167,63,348,658,51,9,30,35,77,1
thora001,701,18773,6239,502,52,558,0.508197,0.6,1973,1987,1,0,0,0,0,0,0,0,1,0,1,1565,5291,6293,792,1342,823,244,22,253,895,48,37,876,851,69,41,14,71,129,1
thorb102,0,0,144,9,4,3,0.467213,0.5,1951,1953,0,0,0,0,1,0,0,0,1,0,1,110,331,343,22,83,68,9,3,3,32,3,2,6,48,0,1,5,0,7,1
thorj101,0,0,88,2,8,1,0.446721,0.5,1913,1919,0,0,0,0,1,0,0,0,1,0,1,62,159,172,16,52,41,7,3,1,26,7,3.5,6,30,0,2,5,0,0,1
thorl001,18,711,55,0,2,0,0.446721,0.55,1985,1990,0,0,0,0,1,0,0,1,0,0,1,95,89,93,29,22,18,2,1,1,9,3,1,3,25,1,1,0,0,3,1
thors001,97,2570,702,66,7,59,0.610656,0.6,2006,2007,1,0,0,0,0,0,0,1,0,0,1,175,415,440,50,92,47,29,0,16,50,2,1,19,91,3,3,1,2,6,1
throf101,226,6047,577,25,24,7,0.446721,0.4,1952,1961,0,0,0,0,1,0,0,1,0,0,1,521,1302,1453,152,307,218,48,12,29,137,23,14,127,284,7,10,5,9,15,0
throm101,283,7720,2306,203,34,263,0.467213,0.5,1955,1963,1,0,0,0,0,0,0,1,0,1,0,480,1186,1331,143,281,183,37,8,53,170,3,4,130,295,7,1,5,9,24,1
thurb101,121,3161,248,9,8,3,0.528689,0.5,1955,1959,0,0,0,0,1,0,0,1,0,1,0,334,663,733,106,163,99,18,11,35,106,1,4,62,112,5,5,1,2,17,1
thurg001,209,6171,523,18,16,2,0.385246,0.35,1987,1997,0,0,0,0,1,0,0,0,1,0,1,424,798,879,121,194,159,27,6,2,64,65,18,61,187,0,2,14,4,13,1
thurj001,69,2123,100,177,13,32,0.610656,0.4,2002,2011,0,1,0,0,0,0,0,1,0,0,1,184,337,384,34,76,50,20,5,1,27,5,2,35,67,5,5,4,3,9,1
tierc101,0,0,1053,1642,99,294,0.405738,0.25,1920,1925,0,1,0,0,0,0,0,0,1,0,1,630,2299,2489,266,681,501,119,30,31,331,28,31,109,187,0,13,68,0,0,1
tifft001,47,1251,134,71,9,14,0.610656,0.55,2004,2008,1,0,0,0,0,0,0,0,0,0,1,97,243,261,20,55,36,13,1,5,29,1,1,15,26,2,2,0,1,14,1
tillr001,12,330,23,0,1,0,0.446721,0.45,1982,1988,0,0,0,0,1,0,0,0,1,0,1,38,56,61,11,13,9,2,0,2,9,3,0,5,16,0,0,0,0,0,1
